timestamp,symbol,action,qty,price,sl,tp,pnl,status
2026-05-24 23:53:42,BTC/USDT:USDT,BUY,0.0019,76400.0,75650.0,78650.0,0,OPEN
2026-05-24 23:58:00,BTC/USDT:USDT,BUY,0.0019,76400.0,75650.0,78650.0,0,OPEN
2026-05-25 00:01:56,BTC/USDT:USDT,BUY,0.0019,76400.0,75650.0,78650.0,0,OPEN
